id,nama,email,no_hp,tanggal_daftar,status
369,putri gunawan,putri7407@hotmail.com,8182024541,13-02-20,banned
370,Dedi Wati,dedi1515@hotmail.com,8693509933,06-10-21,banned
371,Ani Ramadhan,ani5552@hotmail.com,8207018454,2023-07-21,actve
372,jOko saputra,joko5853@gmail.com,8852142887,05-01-21,aktive
373,Guntur Purnama,guntur68@hotmail.com,8787163162,2023-12-05,in-active
374,budi sari,budi5856@hotmail.com,8956458782,12-04-21,Active
375,Putri Saputra,putri8734@hotmail.com,8215121231,2021-09-11,banned
376,SITI PRATAMA,siti2719@gmail.com,8474077940,30/05/2023,INACTIVE
377,Bambang Lestari,bambang2512@gmail.com,8655179856,28-11-22,actve
378,dedi wati,dedi2305@yahoo.com,8789629065,10-11-22,BANNED
379,Putri Hidayat,putri7375@hotmail.com,8132418891,12/03/2020,aktive
380,INDAH SANTOSO,indah1577@yahoo.com,8354891148,01/10/2022,BANNED
381,maya wijaya,maya354@gmail.com,8992712219,30/03/2021,in-active
382,Joko Santoso,joko5410@gmail.com,8828249713,2020-08-16,INACTIVE
383,rian sari,rian3395@hotmail.com,8209176400,2021-03-26,INACTIVE
384,sari hartono,sari433@yahoo.com,8922325671,25/11/2022,Active
385,mega mulyani,mega8523@yahoo.com,8625596417,2023-10-17,banned
386,Ani Saputra,ani5264@hotmail.com,8119604417,25-07-22,in-active
387,RIAN NASUTION,rian1457@yahoo.com,8311363183,2022-12-07,in-active
388,eko mulyani,rian1352@gmail.com,8527117525,23/02/2023,in-active
389,adit nasution,adit4180@yahoo.com,8726462532,06-12-23,aktive
390,Eko Ramadhan,eko4863@gmail.com,8881463972,07-09-23,Active
391,Lani Utami,lani4596@gmail.com,8514496124,2021-10-08,active
392,Ratna Hidayat,ratna9795@gmail.com,8914767432,13-11-20,BANNED
393,Sari Utami,dedi1515@hotmail.com,8705844564,2021-04-05,BANNED
394,SITI SAPUTRA,ratna83@gmail.com,8266147228,26-01-21,INACTIVE
395,JOKO HARTONO,joko8016@gmail.com,8336494440,2022-05-19,BANNED
396,rian sAputra,rian2451@gmail.com,8764496698,04/01/2023,aktive
397,ratna setiawan,ratna273@yahoo.com,8667310234,22/01/2021,banned
398,sari sari,sari4566@yahoo.com,8974038289,2020-11-05,INACTIVE
399,budi gunawan,budi611@gmail.com,8356971685,12/04/2020,Active
400,putri purNama,putri2449@gmail.com,8291574849,23-08-23,actve
401,SITI SIREGAR,siti1454@hotmail.com,8526244943,16/02/2021,banned
402,Hendra Gunawan,dewi5011@yahoo.com,8466106115,31-05-21,aktive
403,putri sapuTra,putri2312@hotmail.com,8772399331,30-12-20,INACTIVE
404,Mega Mulyani,mega5633@yahoo.com,8305299573,06/03/2021,banned
405,Adit Wati,adit2838@yahoo.com,8178014644,09/05/2023,active
406,Bambang Saputra,bambang4079@hotmail.com,8938833114,2020-03-15,BANNED
407,Budi Purnama,budi2507@yahoo.com,8798935852,13/05/2020,BANNED
408,putri pratama,putri6267@gmail.com,8268044678,10/07/2020,in-active
409,Adit Fauzi,adit1691@hotmail.com,8573631824,2020-07-22,inactive
410,Guntur Purnama,guntur6350@hotmail.com,8759836588,07-02-21,active
411,Sari Setiawan,sari9352@gmail.com,8546522692,14-09-21,BANNED
412,adit pratamA,indah707@gmail.com,8843400172,12/12/2023,actve
413,hendRa purnama,hendra3541@gmail.com,8599421402,24/03/2021,active
414,guntur sari,guntur379@gmail.com,8955930455,25-06-23,in-active
415,Eko Pratama,eko1951@hotmail.com,8631187219,2020-11-18,banned
416,Budi Pratama,budi7302@hotmail.com,8678467394,06/01/2023,in-active
417,Adit Utami,adit6189@hotmail.com,8354580617,2023-07-26,INACTIVE
418,Joko Kusuma,joko6462@hotmail.com,8554207238,25/08/2021,INACTIVE
419,joko hidayat,joko4481@yahoo.com,8608890029,25-03-23,active
420,Joko Ramadhan,joko1999@hotmail.com,8421918170,04/05/2021,Active
421,Indah Wati,indah603@hotmail.com,8724284723,2023-03-07,INACTIVE
422,eko pratAma,eko6477@hotmail.com,8736464714,2022-09-12,inactive
423,putri siregar,putri701@gmail.com,8816343698,2021-06-06,actve
424,Lani Nasution,lani7842@hotmail.com,8212450929,10/07/2023,BANNED
425,DEDI SARI,dedi7378@yahoo.com,8448287899,2020-09-29,INACTIVE
426,Adit Utami,adit7224@hotmail.com,8868589671,25-09-20,BANNED
427,EKO KUSUMA,eko93@yahoo.com,8724337241,29-11-20,aktive
428,Eko Fauzi,eko5136@yahoo.com,8263476367,02-05-23,actve
429,bambang utaMi,bambang5744@hotmail.com,8845260868,24-07-20,in-active
430,Siti Hidayat,siti8191@hotmail.com,8806172652,21/05/2023,in-active
431,putri santoso,putri8271@hotmail.com,8749065182,12-07-21,inactive
432,BAMBANG WIJAYA,bambang4693@hotmail.com,8379926630,12/05/2022,inactive
433,indah nasution,indah2437@gmail.com,8696049510,26/04/2023,Active
434,lani wati,lani1806@gmail.com,8946984267,14/12/2023,in-active
435,sari saputra,sari7955@hotmail.com,8131306326,08-09-20,Active
436,BAMBANG RAMADHAN,bambang83@gmail.com,8533870981,07/09/2020,BANNED
437,Budi Siregar,budi8253@hotmail.com,8964466554,14/10/2021,active
438,gUntur setiawan,guntur6657@yahoo.com,8974590263,29-12-22,inactive
439,Dedi Pratama,dedi57@yahoo.com,8586223597,18-12-23,aktive
440,guntur gunawan,sari201@gmail.com,8355344229,08-12-21,banned
441,mega fauzi,mega8319@yahoo.com,8144645800,2020-12-31,aktive
442,ratna ramadHan,ratna9507@hotmail.com,8801684786,03/07/2023,banned
443,Budi Pratama,budi9818@gmail.com,8711873187,09-12-20,active
444,Dewi Wijaya,dewi1046@gmail.com,8271280651,23-12-23,BANNED
445,Siti Setiawan,siti3266@hotmail.com,8778573276,17-03-23,BANNED
446,maya Sari,maya9028@hotmail.com,8996592489,11-09-22,actve
447,dedi sari,dedi2888@yahoo.com,8794893051,2021-06-21,BANNED
448,BUDI MULYANI,budi5334@gmail.com,8756294594,2020-07-21,banned
449,joko wati,joko2429@gmail.com,8625907287,07/03/2020,BANNED
450,Ani Mulyani,ani8738@hotmail.com,8189158740,01-01-24,actve
451,Agus Nasution,agus4928@hotmail.com,8323019962,01-10-21,Active
452,eko wijaya,eko2290@hotmail.com,8202946966,21-09-23,inactive
453,ANI MULYANI,ani9946@yahoo.com,8392621664,2023-06-19,in-active
454,indah wati,indah8828@gmail.com,8584377512,23/05/2023,in-active
455,guntur purnama,guntur7585@hotmail.com,8184201642,07/06/2021,aktive
456,ratna Wijaya,ratna8214@hotmail.com,8686692913,09-04-23,INACTIVE
457,maya mulyani,maya6645@yahoo.com,8865742663,2023-01-15,BANNED
458,sari leStari,sari1582@yahoo.com,8399536591,2023-05-16,in-active
459,gunTur mulyani,guntur4327@gmail.com,8423214706,2020-10-22,Active
460,MEGA SAPUTRA,mega2753@hotmail.com,8667002051,16/12/2022,inactive
461,Dewi Wati,dewi8022@hotmail.com,8177272890,12-05-22,active
462,maya ramadhaN,maya6959@gmail.com,8903984565,14-11-23,inactive
463,deDi basuki,dedi3478@hotmail.com,8803426129,30/04/2023,inactive
464,adit Purnama,adit7346@gmail.com,8189303543,2021-04-30,Active
465,mega lestari,mega7545@yahoo.com,8366806201,01/01/2023,Active
466,MAYA SETIAWAN,maya5796@yahoo.com,8424949248,2023-01-30,BANNED
467,Dewi Wati,dewi3514@hotmail.com,8226328217,28-02-20,banned
468,Siti Nasution,siti7954@yahoo.com,8778125383,13/02/2021,Active
469,ratna harTono,ratna1848@hotmail.com,8305038927,17/01/2021,aktive
470,agUs wijaya,agus4756@yahoo.com,8181815335,20/03/2023,INACTIVE
471,Budi Basuki,budi4244@gmail.com,8388458051,22-10-21,INACTIVE
472,Indah Santoso,indah9845@hotmail.com,8855958297,2021-01-06,actve
473,putri kusuma,putri2237@hotmail.com,8151213653,12-07-23,INACTIVE
474,MEGA PRATAMA,mega8147@gmail.com,8454368232,03/03/2020,banned
475,Agus Setiawan,agus1222@gmail.com,8795632281,2021-03-10,actve
476,JOKO SAPUTRA,joko4861@yahoo.com,8664894450,30-07-22,banned
477,Ratna Hartono,ratna8257@gmail.com,8508464690,2023-12-04,INACTIVE
478,joKo hidayat,joko5801@hotmail.com,8549945987,2022-04-23,INACTIVE
479,adit sari,adit408@yahoo.com,8321109777,30/12/2023,in-active
480,INDAH LESTARI,indah3858@yahoo.com,8203854249,2023-09-16,inactive
481,anI siregar,ani7479@gmail.com,8863743829,2023-06-27,in-active
482,Siti Gunawan,siti3213@yahoo.com,8394031832,24-08-21,active
483,budI kusuma,budi7185@gmail.com,8595021018,21-02-23,aktive
484,Joko Nasution,joko1191@yahoo.com,8389943630,14-09-21,actve
485,Guntur Wijaya,guntur5916@hotmail.com,8439803244,03/07/2023,aktive
486,agus mulyanI,agus136@yahoo.com,8854925597,2020-05-23,in-active
487,lani lestari,lani5238@yahoo.com,8526961409,29-01-20,inactive
488,ani wijaya,ani6779@yahoo.com,8258771260,12-01-21,in-active
489,mega hArtono,mega374@gmail.com,8865109188,08/05/2022,active
490,rian wijaya,rian9767@hotmail.com,8423450576,2021-09-05,banned
491,Dewi Lestari,dewi5605@hotmail.com,8344885618,09/05/2023,inactive
492,bUdi basuki,budi7598@yahoo.com,8738480450,08-11-22,inactive
493,ratna setiAwan,ratna9779@hotmail.com,8434898534,29-08-22,BANNED
494,Eko Lestari,ratna9039@gmail.com,8505028085,2022-09-28,inactive
495,Joko Hartono,joko8665@yahoo.com,8796761429,14-03-20,in-active
496,dewi Kusuma,dewi310@yahoo.com,8126171910,29/05/2021,in-active
497,Eko Basuki,eko8407@hotmail.com,8595214907,17/09/2023,Active
498,Bambang Lestari,bambang1470@gmail.com,8457654001,2023-04-26,BANNED
499,sari gunawan,sari2750@yahoo.com,8747454470,2022-12-28,actve
500,rian sari,rian7386@yahoo.com,8156068277,2021-02-12,aktive
501,HENDRA WIJAYA,hendra2325@gmail.com,8539470204,04-03-22,Active
502,mega kusuma,mega6162@hotmail.com,8883492177,06/12/2021,inactive
503,megA wijaya,mega2031@hotmail.com,8116958825,17/06/2022,INACTIVE
504,guntur wati,guntur2003@gmail.com,8223909098,2023-05-10,active
505,LANI LESTARI,lani892@yahoo.com,8906556841,03-06-21,Active
506,Lani Ramadhan,lani5276@yahoo.com,8984241920,2023-11-16,INACTIVE
507,lanI hidayat,lani1209@yahoo.com,8259615412,26/06/2021,actve
508,PUTRI PRATAMA,putri7351@hotmail.com,8942676107,2020-12-28,active
509,indah sAputra,indah6187@hotmail.com,8982081095,2020-06-19,aktive
510,BUDI HARTONO,budi1256@gmail.com,8526115967,14/01/2020,inactive
511,iNdah saputra,indah8164@gmail.com,8403498095,19/03/2021,aktive
512,Dewi Hidayat,dewi5943@yahoo.com,8863697947,2022-01-06,inactive
513,Mega Nasution,mega3700@hotmail.com,8399842559,27/12/2022,Active
514,bambang lestari,bambang2495@yahoo.com,8362995073,2022-04-19,actve
515,Ratna Gunawan,ratna1199@gmail.com,8789577973,11/08/2023,INACTIVE
516,BUDI HARTONO,mega7565@gmail.com,8827025145,25/01/2020,active
517,Lani Nasution,lani2722@gmail.com,8909475103,21-12-21,banned
518,mega basuki,mega8459@hotmail.com,8323006095,28/02/2020,banned
519,lani hartono,lani6029@hotmail.com,8265299608,23-10-23,actve
520,RIAN HARTONO,rian4649@hotmail.com,8405708907,20-04-23,in-active
521,indah ramadhan,indah7137@hotmail.com,8731782356,11-10-22,INACTIVE
522,Eko Sari,eko3502@hotmail.com,8672633089,10/10/2021,banned
523,putri wijaya,putri4628@gmail.com,8934660292,04/11/2020,active
524,Guntur Lestari,guntur3669@gmail.com,8489068149,31/08/2021,inactive
525,Indah Wati,indah8836@hotmail.com,8733950965,11-06-21,actve
526,eko mulyanI,eko8716@gmail.com,8158410334,2020-03-25,Active
527,Agus Sari,agus5211@gmail.com,8878385944,26-12-21,inactive
528,RIAN SIREGAR,rian753@hotmail.com,8534529791,08-08-23,in-active
529,budi purnamA,budi8614@yahoo.com,8528835851,07/04/2021,banned
530,Agus Sari,agus5550@hotmail.com,8556776029,16-04-21,aktive
531,SARI SETIAWAN,sari5362@gmail.com,8601041177,05/08/2021,active
532,BUDI SETIAWAN,budi6913@gmail.com,8478648383,23-04-20,in-active
533,AGUS PURNAMA,agus4631@yahoo.com,8223292294,08/02/2021,BANNED
534,Ratna Wati,ratna6345@hotmail.com,8974223649,02/03/2021,banned
535,mega hartono,mega9120@gmail.com,8902183410,26-04-23,active
536,PUTRI PRATAMA,putri6527@yahoo.com,8669882107,09/12/2023,actve
537,ratna setiawan,ratna4872@hotmail.com,8817452296,18-06-21,in-active
538,Indah Hidayat,indah8747@yahoo.com,8175790153,13/10/2022,aktive
539,HENDRA UTAMI,hendra5431@gmail.com,8718215339,26/07/2023,active
540,RATNA SAPUTRA,ratna1517@hotmail.com,8521284200,09/01/2023,in-active
541,BUDI UTAMI,budi9452@gmail.com,8864839898,01/09/2021,aktive
542,joko sari,joko5979@yahoo.com,8688834031,05/04/2021,aktive
543,Dewi Basuki,dewi5121@gmail.com,8669549119,2021-01-03,banned
544,ani wijaya,ani5580@yahoo.com,8875380173,2023-10-04,in-active
545,ADIT LESTARI,adit4041@hotmail.com,8788638169,2022-09-23,actve
546,Lani Nasution,lani4586@gmail.com,8713549197,25-03-20,aktive
547,sari pratama,sari1653@yahoo.com,8149610747,06-10-23,banned
548,Ratna Pratama,rian1324@gmail.com,8464537983,2020-03-03,actve
549,BUDI SARI,budi2239@gmail.com,8722050488,22-08-23,inactive
550,ratna setiawan,ratna8150@hotmail.com,8399690708,31/05/2020,Active
551,ani purnama,ani4016@hotmail.com,8485708956,08/07/2022,actve
552,Siti Fauzi,siti6720@gmail.com,8811402624,2021-04-10,aktive
553,Ani Lestari,ani5506@hotmail.com,8142769768,30/08/2020,Active
554,rian faUzi,rian9702@hotmail.com,8925075215,2022-07-10,actve
555,Lani Mulyani,lani4721@yahoo.com,8797397301,2023-05-16,banned
556,Maya Saputra,maya911@hotmail.com,8815282567,2021-05-27,Active
557,Joko Basuki,joko920@yahoo.com,8775546526,03-08-23,in-active
558,lani siregar,lani4865@yahoo.com,8558773037,2021-01-28,INACTIVE
559,Adit Utami,adit2685@yahoo.com,8913500280,2023-05-07,INACTIVE
560,MEGA PURNAMA,mega9246@gmail.com,8517445314,24-11-20,in-active
561,Lani Gunawan,lani8856@hotmail.com,8133617075,2021-01-23,actve
562,deWi mulyani,dewi9278@yahoo.com,8724373465,18/05/2020,BANNED
563,Maya Kusuma,maya7600@yahoo.com,8764142415,2022-11-07,Active
564,Dewi Fauzi,maya6863@gmail.com,8931888239,2022-10-05,active
565,siti fauzi,siti8942@yahoo.com,8329323586,2020-01-23,inactive
566,Budi Wati,budi9152@yahoo.com,8252356671,2020-09-17,actve
567,Guntur Basuki,guntur5527@yahoo.com,8346045030,04/10/2022,Active
568,Mega Santoso,mega1366@gmail.com,8551564914,05-12-20,BANNED
569,ani nasution,ani4308@hotmail.com,8638525754,19-05-22,INACTIVE
570,MEGA SETIAWAN,mega1578@yahoo.com,8632064927,24-09-23,BANNED
571,joko fauzi,joko2273@hotmail.com,8644287167,16/11/2021,active
572,rian basuki,rian8897@yahoo.com,8805415519,28/02/2020,INACTIVE
573,Agus Mulyani,agus832@yahoo.com,8275844610,2020-04-15,BANNED
574,Hendra Purnama,hendra2046@hotmail.com,8819939944,26/05/2020,inactive
575,putRi basuki,putri9339@hotmail.com,8445856125,17-02-20,INACTIVE
576,adit setiaWan,adit2416@hotmail.com,8323409739,15-07-21,actve
577,Mega Utami,mega9260@yahoo.com,8473517993,03-08-23,INACTIVE
578,GUNTUR PURNAMA,guntur7394@yahoo.com,8173430849,09/02/2023,BANNED
579,Sari Gunawan,sari5480@gmail.com,8533178971,2021-01-16,actve
580,Guntur Purnama,guntur2138@hotmail.com,8312584845,18-05-23,BANNED
581,ANI SETIAWAN,ani7624@gmail.com,8443134246,01-10-20,in-active
582,Bambang Setiawan,bambang8262@hotmail.com,8814808367,13/03/2022,BANNED
583,sIti hidayat,siti8806@hotmail.com,8675336597,16/06/2022,actve
584,Ratna Gunawan,ratna3400@gmail.com,8205489501,28/10/2020,actve
585,adit wati,adit516@gmail.com,8345407656,2022-01-26,aktive
586,ratna pratama,ratna9671@hotmail.com,8616115561,28-03-21,aktive
587,Joko Fauzi,joko161@yahoo.com,8112942871,11/08/2023,inactive
588,ratna nasution,ratna3881@gmail.com,8844379028,07-07-20,actve
589,dewi santoso,dewi6194@gmail.com,8158507201,15/04/2020,BANNED
590,indah wijaya,indah141@yahoo.com,8216830501,05-05-22,actve
591,lani purnama,lani6234@yahoo.com,8702702625,07/12/2021,banned
592,sari puRnama,sari3371@hotmail.com,8571067089,18-08-20,actve
593,raTna utami,ratna2983@yahoo.com,8433932045,14/01/2023,active
594,joko hIdayat,joko790@hotmail.com,8361838363,04/08/2022,Active
595,AGUS KUSUMA,agus5513@gmail.com,8896319533,23/04/2023,actve
596,Hendra Gunawan,hendra2808@hotmail.com,8913928900,2021-02-05,aktive
597,EKO SANTOSO,eko9618@hotmail.com,8229403683,27/02/2022,INACTIVE
598,rian basukI,rian3610@yahoo.com,8387965981,08/10/2023,INACTIVE
599,MEGA SETIAWAN,mega1523@gmail.com,8151107610,19-09-21,active
600,Hendra Mulyani,hendra5158@gmail.com,8677605662,11-07-21,inactive
601,indah lestari,indah9768@hotmail.com,8199919234,2021-07-08,INACTIVE
602,dedi mulYani,dedi7332@hotmail.com,8889288194,11-04-20,Active
603,Ratna Saputra,ratna6407@hotmail.com,8273703647,25-10-21,Active
604,Maya Nasution,maya2593@hotmail.com,8792831736,24-02-20,INACTIVE
605,Maya Fauzi,maya1851@hotmail.com,8375762750,11-06-21,inactive
606,Agus Wati,agus6983@gmail.com,8948535785,01-11-21,aktive
607,adit basuki,adit339@hotmail.com,8924559467,01/06/2023,banned
608,Siti Wijaya,siti2680@yahoo.com,8903685045,03-08-21,Active
609,Dedi Santoso,siti3213@yahoo.com,8171430884,14-10-21,in-active
610,Indah Mulyani,indah4182@yahoo.com,8447203548,29/01/2022,actve
611,ADIT KUSUMA,adit3992@gmail.com,8879946492,15/01/2022,banned
612,EKO HIDAYAT,eko9590@hotmail.com,8656326209,13-11-21,actve
613,SITI WIJAYA,siti5812@hotmail.com,8448176691,08-09-22,Active
614,Indah Saputra,indah1450@gmail.com,8645307153,2020-01-28,INACTIVE
615,lani gunawan,lani1088@yahoo.com,8811146240,04/09/2021,in-active
616,MAYA PRATAMA,maya8322@yahoo.com,8654199070,2022-07-31,INACTIVE
617,adit ramadhan,adit9723@hotmail.com,8832473361,05/12/2022,aktive
618,Lani Basuki,lani7107@yahoo.com,8435612984,2022-06-02,banned
619,lani Wijaya,lani6284@hotmail.com,8151582832,2022-09-20,actve
620,eko ramadhan,eko4054@yahoo.com,8509608982,2022-08-13,in-active
621,Ratna Siregar,ratna7528@yahoo.com,8626333392,31/01/2022,INACTIVE
622,Sari Wijaya,sari5171@gmail.com,8508713956,2021-05-13,INACTIVE
623,Eko Santoso,eko7860@gmail.com,8148514224,11/05/2023,actve
624,ratna siregaR,ratna9177@yahoo.com,8571150986,08-09-22,inactive
625,Dedi Kusuma,dedi9405@hotmail.com,8788070232,2023-01-25,aktive
626,PUTRI PRATAMA,putri6342@hotmail.com,8616173278,14-11-20,BANNED
627,Rian Gunawan,rian145@gmail.com,8636649245,16/08/2021,aktive
628,Indah Kusuma,indah3488@yahoo.com,8953728524,2023-12-28,inactive
629,Eko Basuki,eko8028@yahoo.com,8787066737,2020-10-10,inactive
630,SARI FAUZI,sari3379@hotmail.com,8726213700,2022-08-29,actve
631,Guntur Basuki,guntur2919@yahoo.com,8615732880,21-04-23,actve
632,ani hartono,ani1160@gmail.com,8514947199,23/09/2023,Active
633,hendra wijaya,hendra5016@hotmail.com,8587287025,2020-05-10,Active
634,DEWI HARTONO,dewi5169@hotmail.com,8265626962,28/09/2023,actve
635,Ani Setiawan,ani6835@gmail.com,8864008736,16-10-21,actve
636,ANI SETIAWAN,lani6284@hotmail.com,8248981786,29-06-22,INACTIVE
637,Mega Hartono,mega1113@gmail.com,8159867045,06/10/2022,INACTIVE
638,Joko Siregar,joko664@hotmail.com,8647673006,20/03/2020,in-active
639,Guntur Mulyani,guntur2395@hotmail.com,8131621354,2023-03-12,inactive
640,lani wati,lani9798@gmail.com,8233549859,23-10-23,in-active
641,budi hArtono,budi3831@gmail.com,8255085907,2020-08-25,in-active
642,Mega Wati,mega6354@yahoo.com,8429305210,24/11/2022,active
643,putri mulyani,putri7223@hotmail.com,8492781658,2020-04-16,Active
644,Bambang Sari,bambang749@gmail.com,8735517014,05/05/2020,aktive
645,BAMBANG KUSUMA,bambang2827@yahoo.com,8518073571,08-11-23,Active
646,MEGA LESTARI,mega6842@gmail.com,8528001505,12/05/2020,banned
647,dedi mulyanI,dedi7516@hotmail.com,8627451318,03-11-23,active
648,Bambang Wati,bambang4565@gmail.com,8534810338,27-12-20,banned
649,guntur ramadhan,guntur2747@yahoo.com,8939751329,05-06-23,active
650,Siti Pratama,siti802@gmail.com,8548349639,14-08-23,banned
651,ratna setiawan,ratna5048@gmail.com,8454787679,11/11/2022,in-active
652,Mega Wijaya,mega7798@gmail.com,8743949388,31-12-21,in-active
653,putri fauzI,putri2363@gmail.com,8246629510,2020-11-17,actve
654,Hendra Gunawan,hendra1033@yahoo.com,8113959931,31/07/2023,active
655,Rian Gunawan,rian72@hotmail.com,8834911578,26-08-21,active
656,DEDI SARI,dedi6562@hotmail.com,8857774544,27-02-23,inactive
657,MAYA GUNAWAN,maya7875@gmail.com,8435713780,25-12-20,in-active
658,Maya Fauzi,maya5380@yahoo.com,8302848369,2020-06-08,banned
659,Hendra Santoso,hendra8508@yahoo.com,8167728148,05/08/2020,active
660,Mega Ramadhan,mega8313@gmail.com,8682359724,04/12/2022,INACTIVE
661,Agus Lestari,agus3857@yahoo.com,8214302960,13/05/2023,actve
662,GUNTUR SETIAWAN,guntur2727@yahoo.com,8975164081,09/05/2021,INACTIVE
663,Maya Pratama,maya7091@yahoo.com,8405335016,2021-12-15,in-active
664,Ratna Nasution,ratna6726@yahoo.com,8746246171,2023-03-19,banned
665,sari sarI,sari3680@hotmail.com,8978354068,26/12/2023,Active
666,guntur nasutioN,guntur1609@hotmail.com,8397968661,20-07-22,BANNED
667,hendrA basuki,hendra2280@yahoo.com,8724628959,08-06-21,INACTIVE
668,budi kusuma,budi7411@hotmail.com,8836116511,14/05/2022,INACTIVE
669,Ratna Fauzi,ratna9976@yahoo.com,8417638518,22/06/2020,inactive
670,hendra siregar,hendra7328@gmail.com,8557535115,04-05-23,INACTIVE
671,Dedi Pratama,dedi1498@gmail.com,8425905554,13/09/2023,BANNED
672,Siti Setiawan,siti2745@gmail.com,8316667367,09-08-21,BANNED
673,RIAN FAUZI,rian8883@yahoo.com,8331521102,2021-04-04,active
674,Ani Lestari,ani4926@hotmail.com,8411579746,2021-11-13,Active
675,ani hidAyat,ani179@gmail.com,8883158771,2023-07-29,active
676,agus fauzi,agus9738@hotmail.com,8988349452,03/04/2021,inactive
677,Guntur Wati,guntur8132@hotmail.com,8474410407,2022-03-03,in-active
678,BUDI SETIAWAN,budi9463@gmail.com,8635711474,19/01/2023,active
679,RATNA SARI,ratna7746@yahoo.com,8604415097,16-06-22,aktive
680,ani fauZi,ani7315@hotmail.com,8436999156,27/08/2022,in-active
681,ani hartono,ani7251@gmail.com,8798429928,06-02-21,active
682,ADIT NASUTION,adit3721@yahoo.com,8559556054,14/08/2021,actve
683,mega Nasution,mega7169@hotmail.com,8143196933,2020-11-21,active
684,budi santosO,budi7876@yahoo.com,8707087162,10/06/2021,inactive
685,JOKO HIDAYAT,joko435@hotmail.com,8937308321,05-07-23,in-active
686,Joko Hidayat,joko9635@yahoo.com,8637618397,25/09/2020,active
687,guntur purnama,guntur6046@yahoo.com,8341151558,11-12-21,BANNED
688,RIAN HIDAYAT,rian8070@hotmail.com,8196481297,13/08/2020,banned
689,HENDRA PRATAMA,hendra6046@gmail.com,8691953927,2020-10-21,banned
690,SARI MULYANI,sari6284@gmail.com,8873859191,2021-10-27,actve
691,Dewi Pratama,dewi4340@gmail.com,8231065504,28/09/2020,INACTIVE
692,siti saputra,siti4195@gmail.com,8864350016,2020-05-19,BANNED
693,joKo hartono,joko1612@hotmail.com,8806727406,05/08/2021,active
694,SITI PURNAMA,siti8090@gmail.com,8309349432,2021-05-25,actve
695,Sari Hartono,sari179@yahoo.com,8873218348,2021-01-15,actve
696,ani basUki,ani2676@gmail.com,8646594039,2023-11-08,BANNED
697,SITI FAUZI,siti403@gmail.com,8341942287,2023-07-11,in-active
698,inDah lestari,indah7381@yahoo.com,8218025188,31/08/2023,active
699,hendra utAmi,hendra2757@hotmail.com,8623326968,2020-06-27,in-active
700,indah ramadhan,indah8183@hotmail.com,8715089649,31-05-22,banned
701,joko nasution,mega1113@gmail.com,8568636295,14-01-21,BANNED
702,INDAH RAMADHAN,indah7513@yahoo.com,8128711004,21-09-22,banned
703,RATNA HARTONO,ratna5398@gmail.com,8375416478,2020-02-14,aktive
704,guntur ramadhan,guntur1690@hotmail.com,8503998577,10-06-23,INACTIVE
705,ani bAsuki,ani1609@gmail.com,8566071112,2021-08-23,banned
706,EKO FAUZI,eko8218@gmail.com,8475915584,20/02/2020,in-active
707,budi ramadhan,budi2142@hotmail.com,8228854110,21-06-20,actve
708,PUTRI RAMADHAN,putri5276@gmail.com,8668188602,2023-02-24,Active
709,mega lestari,mega9688@gmail.com,8303998399,2021-07-15,aktive
710,siti uTami,siti4851@gmail.com,8118475215,01-10-22,BANNED
711,Dedi Nasution,dedi9402@yahoo.com,8685938616,02-05-23,in-active
712,Maya Utami,maya3197@gmail.com,8402668994,2020-12-26,actve
713,Guntur Hartono,guntur7502@yahoo.com,8946444711,16/05/2021,INACTIVE
714,Rian Pratama,rian8719@gmail.com,8543226209,2021-09-16,in-active
715,budi mulyani,budi5338@hotmail.com,8349014738,21-07-23,in-active
716,BUDI KUSUMA,budi2730@gmail.com,8673597443,09/10/2021,aktive
717,ratna gUnawan,ratna2879@hotmail.com,8662032270,26/03/2020,inactive
718,Maya Utami,maya1236@hotmail.com,8467270798,26-06-20,BANNED
719,Maya Gunawan,maya5745@hotmail.com,8447236212,20-06-21,BANNED
720,Joko Setiawan,dedi2305@yahoo.com,8323823830,2020-01-11,BANNED
721,Guntur Santoso,guntur6883@gmail.com,8528538672,06/03/2021,banned
722,Indah Mulyani,indah9014@gmail.com,8341308345,12-08-23,INACTIVE
723,EKO WIJAYA,eko5104@yahoo.com,8395142115,10-10-23,aktive
724,hendra santoso,hendra376@hotmail.com,8658776861,01-10-20,INACTIVE
725,maya fauzI,maya8062@hotmail.com,8769850888,11/12/2023,active
726,MAYA SARI,maya1765@hotmail.com,8144901539,27/02/2021,actve
727,INDAH FAUZI,indah1041@gmail.com,8903361750,22/05/2022,Active
728,DEWI HARTONO,dewi9377@yahoo.com,8697864103,2021-08-04,banned
729,MEGA MULYANI,mega6833@hotmail.com,8854807290,17/01/2021,banned
730,Guntur Fauzi,guntur6718@hotmail.com,8269321203,2022-09-06,INACTIVE
731,Dewi Hidayat,dewi2706@hotmail.com,8615232342,14-03-23,BANNED
732,ani ramadhan,ani1077@yahoo.com,8709700657,15-03-21,active
733,dewi purnama,dewi6675@hotmail.com,8914888220,2022-09-18,banned
734,Lani Setiawan,lani7480@gmail.com,8889555956,29/09/2023,BANNED
735,PUTRI WIJAYA,putri4754@hotmail.com,8739719648,2023-09-05,BANNED
736,Dewi Gunawan,dewi7636@yahoo.com,8618593810,2023-12-21,aktive
737,hendra nAsution,hendra6830@hotmail.com,8828696676,01/10/2020,INACTIVE
